pl_name,pl_mass,pl_mass_err1,pl_mass_err2,pl_rad,pl_rad_err1,pl_rad_err2,pl_instell,pl_orbital_period,pl_semi_major_axis,pl_eccentricity,pl_teq,st_age,st_age_upper,st_age_lower,st_mass,st_mass_err1,st_mass_err2,st_teff,st_teff_err1,st_teff_err2,st_met,st_met_err1,st_met_err2,pl_zbulk,pl_zbulk_err,pl_zbulk_rel,pl_zbulk_rel_err,pl_mbulk,pl_mbulk_err
CoRoT-10 b,2.73,0.14,0.14,0.97,0.07,0.07,45614227.90792104,13.2406,0.1055,0.524,669.6753595,3,3,0,0.89,0.05,0.05,5075,75,75,0.26,0.07,0.07,0.12668506572537314,0.051133914,4.972758694530868,2.0071554014213224,109.90348008845471,44.757535515105296
CoRoT-20 b,4.23,0.26,0.25,0.84,0.04,0.04,187874113.50901175,9.24285,0.0901,0.575,954.0166922,0.1,0.9,0.060000000000000005,1.14,0.08,0.08,5880,90,90,0.14,0.12,0.12,,,,,,
CoRoT-30 b,2.9,0.22,0.22,1.009,0.076,0.076,145277568.05862153,9.06005,0.0844,0.007,894.620566,3,6.7,0.6000000000000001,0.98,0.03,0.05,5650,100,100,0.02,0.1,0.1,0.1054002522226751,0.055101281005232164,7.189747102674578,3.7586653457343204,97.13827995074386,51.431040952652445
CoRoT-8 b,0.22,0.03,0.03,0.57,0.02,0.02,122000631.6,6.21229,0.063,0,856.4061102,3,,,0.88,0.04,0.04,5080,80,80,0.3,0.1,0.1,0.6860142757161503,0.03302342,24.558685505356728,1.1822083050338847,48.071233826070305,7.526465452
CoRoT-9 b,0.826,0.083,0.083,1.037,0.082,0.082,6689434.930349798,95.2738,0.4027,0,414.4160776,6,9,3,0.96,0.08,0.08,5625,80,80,-0.01,0.06,0.06,0.10063818186195342,0.081775812,7.355881875,5.9771868052438615,26.76207263356162,22.09936506227877
HAT-P-12 b,0.2110100692259282,0.012001259,-0.012001259,0.9597321428571428,0.029017857,-0.020982143,190143199.65591723,3.2130598,0.0384,0,956.8843174,2.5,4.5,0.5,0.73,0.02,-0.02,4650,60,-60,-0.29,0.05,-0.05,0.085457623,0.053713971,11.902077440928958,7.480992630067097,5.729717639251472,3.6161194139155683
HAT-P-15 b,1.940183134,0.3000283196979232,-0.30002832,1.060892857142857,0.070089286,-0.070089286,145921066.2749269,10.8635,0.095994768,0.19,895.6095916,6.5,9.3,4.9,1,0.23,-0.23,5568,90,-90,0.22,,,0.076287641,0.052219342,3.2834178026237373,2.247518930709695,47.70047284,33.96188080326759
HAT-P-17 b,0.5800547514159848,0.060005664,-0.060005664,1.0508035714285715,0.04,-0.04,81751723.10185856,10.33852,0.092566042,0.35,774.8425581,7.8,11.1,4.5,0.99,0.15,-0.15,5246,80,-80,0,,,0.030927366873829448,0.027848611793722153,2.2090976338449604,1.9891865566944393,5.916560933636634,5.435340096414061
HAT-P-18 b,0.1970106985525487,0.013001888,-0.013001888,0.9958035714285716,0.052053571,-0.052053571,116868630.28071591,5.508023,0.0559,0.084,847.2541914,12.4,16.8,6,0.77,0.03,-0.03,4803,80,-80,0.1,0.08,-0.08,0.043452453,0.038216812298296605,2.465393599944296,2.1683352178353683,2.7211915125143817,2.4053556752974097
HAT-P-20 b,7.22,0.36,0.36,1.025,0.053,0.053,195817874.5755826,2.87531694,0.03593,0.0172,963.9451455,6.7,12.4,2.9000000000000004,0.74,0.04,0.04,4595,45,45,0.22,0.09,0.09,0.020175721,0.011488506914939165,0.8683624200147986,0.49446499794843857,46.381601678371524,26.526763265925876
HAT-P-54 b,0.7600717432347388,0.032003021,-0.032003021,0.9447321428571428,0.028035714,-0.028035714,102374304.95151591,3.799847,0.04117,0.074,819.6661099,3.9,8.2,1.7999999999999998,0.65,0.02,-0.02,4390,50,-50,-0.127,0.08,-0.08,0.13067409876470107,0.053163768,12.50436026896173,5.087304286068048,31.610682257932712,13.021154252067983
HATS-17 b,1.3381263058527375,0.065006136,-0.065006136,0.7775892857142858,0.056071429,-0.056071429,99109144.60966384,16.254611,0.1308,0.029,813.0507774,2.1,3.4000000000000004,0.8,1.13,0.03,-0.03,5846,78,-78,0.3,0.03,-0.03,0.42493610864312137,0.057647455,15.212325197084574,2.063726332775463,180.5528131402861,26.112444862718164
HATS-22 b,2.740258653241032,0.1100103838892385,-0.110010384,0.95375,0.048035714,-0.029017857,122495019.45850097,4.7228124,0.05025,0.079,857.2724067,,,,0.76,0.02,-0.02,4803,55,-55,0,0.04,-0.04,0.14724171336720457,0.038853038,10.517265240514611,2.775217021234161,128.15769565431478,34.29155543727297
HATS-47 b,0.369,0.031,0.021,1.117,0.014,0.014,121483921.8851889,3.9228038,0.04269,0.088,855.4978815,8.1,11,3.8,0.67,0.02,0.01,4512,19,19,-0.113,0.035,0.035,,,,,,
HATS-48 A b,0.243,0.022,0.03,0.8,0.015,0.015,191133724.19743696,3.1316666,0.03769,0.162,958.1280793,11.97,12.39,11.360000000000001,0.73,0.01,0.01,4546,23,18,0.186,0.051,0.051,0.2439443991677993,0.030651665242451873,11.354364076417873,1.4266782426592475,18.901394132440693,3.4756417009072837
HATS-49 b,0.353,0.038,0.027,0.765,0.013,0.013,110986741.30667733,4.1480467,0.04515,0.071,836.3864965,10.5,11.9,8.5,0.71,0.01,0.01,4405,15,15,0.208,0.053,0.053,0.3504705342403958,0.028155349,15.506846036614624,1.2457556864565997,39.43333812002824,5.550749005708285
HATS-72 b,0.1254,0.0039,0.0039,0.722,0.003,0.003,67529846.18563332,7.3279474,0.066517,0.013,738.6916291,12.17,12.41,11.72,0.73,0,0,4656.1,8.9,8.9,0.099,0.014,0.014,0.3329601686349286,0.005298704,18.93495368394469,0.3013294795170027,13.273215480145442,0.505297193
HATS-76 b,2.6292349905601005,0.089007961,-0.089007961,1.0798214285714285,0.030982143,-0.030982143,179382834.8103287,1.9416423,0.02658,0.062,943.0494328,4.6,13.299999999999999,0.5999999999999996,0.66,0.02,-0.02,4016,17,-17,0.322,0.065,-0.049,0.043567640536520645,0.034029378,1.4826409981141542,1.1580464541715485,36.44254634,28.526119462502862
HATS-77 b,1.3741228130899936,0.1000089364380113,-0.074006608,1.1658928571428573,0.020982143,-0.020982143,105313004.11547431,3.0876262,0.03607,0.045,825.4860488,12.1,17.1,7.1,0.66,0.01,-0.01,4071,13,-13,0.253,0.039,-0.039,,,,,,
HD 114082 b,8,1,1,1,0.03,0.03,20410582.59482033,109.75,0.5109,0.395,547.7130488,0.015,0.020999999999999998,0.009,1.47,0.07,0.07,6651,35,35,0,0.03,0.03,,,,,,
HD 17156 b,3.191,0.033,0.033,1.095,0.02,0.02,144515822.49038622,21.2163979,0.16255,0.6768,893.445544,3.38,3.58,2.91,1.27,0.02,0.02,6079,80,80,0.24,0.05,0.05,0.023397311248474648,0.017837989708610193,0.9616962370485864,0.7331922628673929,23.731148270973716,18.098961949418204
HD 332231 b,0.244,0.021,0.021,0.867,0.027,0.025,133937390.76704024,18.71204,0.1436,0.032,876.6267038,4.3,6.8,2.4,1.13,0.08,0.08,6089,97,96,0.036,0.059,0.058,0.1744267812498036,0.051186479379869435,11.46793257883327,3.3653266446252394,13.557153193713711,4.240700619737849
HD 80606 b,3.94,0.11,0.11,0.98,0.03,0.03,5116370.034100098,111.4357,0.449,0.9332,387.5517695,5.9,7.5,3.9000000000000004,0.97,0.04,0.04,5440,110,110,,,,0.13848812188289952,0.038321292552021484,,,173.44628690355398,48.271181635654365
HD 95338 b,0.13353,0.00698,0.00654,0.347,0.017,0.018,9978388.969613371,55.087,0.262,0.197,457.9882592,5.08,7.59,2.5700000000000003,0.83,0.02,0.02,5212,16,11,0.04,0.1,0.1,,,,,,
K2-114 b,2.01,0.12,0.12,0.932,0.031,0.031,54333991.297297865,11.3909311,0.0943,0.081,699.6118222,7.2,11.5,2.7,0.86,0.04,0.03,4920,68,69,0.41,0.036,0.037,0.2147838986879522,0.056084695,5.968616643392231,1.5585341707317024,137.32448432505342,37.22433552224667
K2-115 b,0.84,0.18,0.2,1.115,0.057,0.061,48566226.39135905,20.273034,0.1367,0.137,680.2566992,10.7,12.399999999999999,6.499999999999999,0.83,0.02,0.02,5560,56,58,-0.22,0.035,0.036,0.040474658,0.037427765,4.797943709826229,4.4367591502382915,12.140252132123782,11.806167149847035
K2-139 b,0.387,0.083,0.075,0.808,0.034,0.033,23017743.55173601,28.38236,0.179,0.12,564.4232878,1.8,2.1,1.5,0.92,0.03,0.03,5340,110,110,0.22,0.08,0.08,0.3523397486236108,0.063170987,15.164692363441869,2.7188773954653094,43.79047384216048,13.362199562458267
K2-19 b,0.1019509125235997,0.005349276,-0.005349276,0.625,0.017857143,-0.017857143,118665432.2581145,7.9222,0.074529088,0.2,850.4921194,,,,0.88,0.03,-0.03,5322,100,-100,0.06,0.05,-0.05,0.5604610269541775,0.036460988598461176,34.86722486189158,2.2682995373616763,18.393500971272267,1.3889787996467235
K2-280 b,0.11673,0.01762,0.01762,0.669,0.039,0.039,86134501.36130238,19.89526,0.1461,0.35,785.0250648,8.96,10.66,7.260000000000001,1.03,0.03,0.03,5500,100,100,0.33,0.08,0.08,0.4562649400480293,0.069991509,15.2436533,2.338392018616403,17.199945555349657,3.589942080619693
K2-287 b,0.3150297356828194,0.027002549,-0.027002549,0.8476785714285715,0.013035714,-0.013035714,100862768.08275388,14.893291,0.1206,0.478,816.6236592,4.5,5.5,3.5,1.06,0.02,-0.02,5695,58,-58,0.2,0.04,-0.04,0.22251523028341705,0.026694479393827047,10.028401343287392,1.2030769879007392,22.34683503823195,3.6873069045049087
K2-290 c,0.774,0.047,0.047,1.006,0.05,0.05,47410516.83849119,48.36685,0.305,0,676.1731319,4,5.6,3.2,1.19,0.07,0.08,6302,120,120,-0.06,0.1,0.1,0.079119636,0.057968516,6.488678365491027,4.754054393253742,19.56284238,14.474665427596005
K2-295 b,0.3350316236626809,0.062005853,-0.062005853,0.8976785714285715,0.010982143,-0.005,116407862.23966628,4.024867,0.0451,0,846.4178545,,,,0.74,0.04,-0.04,4444,70,-70,0.14,0.12,-0.12,0.1231988149405096,0.035718895,6.374975127252079,1.8482894468711415,13.392246154916831,5.320759795004732
K2-329 b,0.2600245437382001,0.020001888,-0.022002077,0.7746428571428572,0.025982143,-0.024017857,62045292.909183815,12.4551225,0.1016,0.0697,723.2133715,1.8,4,0.5,0.9,0.05,-0.05,5282,40,-39,0.098,0.065,-0.07,0.3862022479019042,0.054177983,22.013381574047834,3.088124445864853,31.952444988721563,5.376322265883665
K2-55 b,0.1357,0.0188,0.0182,0.3934,0.0285,0.025,178005669.49090722,2.84927265,0.0347,0,941.2341938,,,,0.688,0.069,0.069,4300,107,100.01,0.376,0.095,0.095,,,,,,
KOI-1257 b,1.4500629326620516,0.3500314663310258,-0.350031466,0.9410714285714286,0.1205357142857143,-0.120535714,9931019.489246652,86.647661,0.382,0.772,457.4437476,9.3,12.3,6.300000000000001,0.99,0.05,-0.05,5520,80,-80,0.27,0.09,-0.09,0.10184683472611113,0.056902410297935316,3.906784900541978,2.1827431157212405,47.127856946811335,29.512563294472407
KOI-1783.01,0.2234109502831969,0.035242291,-0.028949025,0.7910714285714285,0.022321429,-0.021428571,7032523.111042319,134.4628,0.5269997399752953,0,419.6304835,,,,1.08,0.04,-0.03,5922,60,-60,0.11,0.04,-0.04,0.2441997967940292,0.054688304,13.539956295905542,3.0322598622591252,17.51070659444701,5.191576806313015
KOI-3680 b,1.9301821900566392,0.1900179358086847,-0.210019824,0.9908035714285716,0.060089286,-0.070089286,4587385.078335781,141.241671,0.534,0.496,377.1208437,3.2,12.8,0.9000000000000004,1.01,0.07,-0.16,5830,100,-100,0.16,0.07,-0.07,0.14301745304023442,0.090574915,7.067421671084199,4.475895119810497,88.23147822968824,57.21967450150991
KOI-94 d,0.3335431088735053,0.034612964,-0.034612964,1.00625,0.094642857,-0.094642857,145118036.76343682,22.342989,0.1684,0.022,894.374866,3.16,3.5500000000000003,2.77,1.28,0.05,-0.05,6182,58,-58,0.023,0.002,-0.002,0.12182995795362271,0.096876075,8.253270107599127,6.562789883316201,12.99558083884893,10.522966286148549
Kepler-111 c,0.7000625550660793,0.1400125235997482,-0.130011611,0.6325000000000001,0.023035714,-0.020982143,3501732.096880423,224.77833,0.751,0.176,352.5006861,3.4,6.5,1.1999999999999997,1.12,0.06,-0.07,5914,81,-82,0.237,0.058,-0.059,0.48412114029504477,0.016285788253322088,20.036691516703787,0.674032361,54.55721374642214,18.470143926600855
Kepler-117 c,1.84,0.18,0.18,1.101,0.035,0.035,57836642.695761405,50.790391,0.2804,0.0323,710.6242214,5.3,6.699999999999999,3.9,1.13,0.13,0.02,6150,110,110,-0.04,0.1,0.1,0.028782183216805857,0.024669055981099943,2.254216881,1.9320772859079796,17.20624403171192,14.983034279109713
Kepler-1514 b,5.28,0.22,0.22,1.108,0.023,0.023,5131967.478655782,217.83184,0.753,0.401,387.8467989,2.9,4.5,1.5999999999999999,1.2,0.07,0.06,6145,99,80,0.119,0.08,0.075,0.015181899937028346,0.010737199463657584,0.8245141039999387,0.5831267780690633,25.21468662089179,17.855895706824565
Kepler-16 b,0.333,0.016,0.016,0.754,0.003,0.003,409017.4576231513,228.776,0.7048,0.0069,206.0747106,,,,0.69,0,0,4450,150,150,-0.3,0.2,0.2,0.32976362900734624,0.018893794,46.99749584326689,2.692719670533255,34.94073429012627,3.037356210241661
Kepler-167 e,1.010090276903713,0.1600143171806167,-0.150013405,0.9071428571428573,0.0375,-0.0375,109942.06587070235,1071.23205,1.883,0.29,148.381655,7.1,11.5,2.5,0.78,0.03,-0.03,4884,69,-75,0.02,0.067,-0.067,0.16055733336302808,0.072537477,10.952218785218854,4.9480537649120855,52.49377447072249,26.549704914936463
Kepler-1704 b,4.16,0.29,0.28,1.066,0.044,0.042,940285.4383345384,988.88112,2.027,0.92,253.7488981,7.4,8.9,6.4,1.13,0.04,0.05,5746,87,88,0.196,0.058,0.058,0.018917179467624695,0.011433395027772282,0.8604553680853284,0.5200524816040161,25.012640474359404,15.231114108315808
Kepler-289 c,0.42,0.05,0.05,1.034,0.017,0.017,6069792.097213264,125.8518,0.51,0,404.4666252,0.65,1.09,0.21000000000000002,1.08,0.02,0.02,5990,38,38,0.05,0.04,0.04,0.051581858,0.035086234,3.283741385994683,2.2336170720191886,7.003603426391167,4.915457589868886
Kepler-30 c,2.013845185651353,0.1573316551290119,-0.157331655,1.0982142857142858,0.035714286,-0.035714286,11195521.546160802,60.323105,0.3,0.0111,471.3573895,2,2.8,1.2,0.99,0.08,-0.08,5498,54,-54,0.18,0.27,-0.27,0.041193234,0.032036076,1.9440071088441127,1.5118589484644485,26.568501544488715,20.913233780036006
Kepler-34 b,0.22,0.011,0.01,0.764,0.012,0.014,1699104.8666242885,288.822,1.0896,0.182,294.201094,,,,1.05,0,0,5913,130,130,-0.07,0.15,0.15,0.26332945394451146,0.035794145470255626,22.09893797,3.003889571010941,18.43035405,2.7886839251019397
Kepler-35 b,0.1270075519194461,0.02,-0.02,0.7285714285714286,0.014017857,-0.014017857,5405352.431805555,131.458,0.60347,0.042,392.9119533,,,,0.89,0.01,-0.01,5606,150,-150,-0.34,0.2,-0.2,0.3091628967785542,0.044694162,48.31248008008554,6.984298056776881,12.625056750338818,2.8925099743877434
Kepler-39 b,17.9,1.8,1.8,1.092,0.078,0.078,120292124.34764178,21.087168,0.1539,0,853.3919386,4.4,6.7,0.20000000000000018,1.08,0.16,0.16,6260,140,140,-0.29,0.1,0.1,0.018591219945510697,0.011517642918167387,2.589284986690578,1.6041152747092982,103.34921950694111,65.00916753584885
Kepler-413 b,0.210824418,0.069225928,-0.066079295,0.388125,0.008839286,-0.008839286,4032105.6801010985,66.262,0.3553,0.1181,365.1507643,,,,0.82,0.01,-0.01,4700,,,-0.2,,,,,,,,
Kepler-419 b,2.5,0.2998741346758968,-0.299874135,0.9642857142857144,0.125,-0.116071429,46168802.35547444,69.7546,0.37,0.833,671.7016106,2.8,4.1,1.4999999999999998,1.39,0.08,-0.07,6430,79,-79,0.176,0.07,-0.07,0.10721296013917322,0.056227066,5.1064519691593535,2.6780420085976195,85.16486727779223,46.169121452227145
Kepler-432 b,0.575,0.025,0.023,1.145,0.036,0.039,141609543.51939395,52.50113,0.3025,0.4775,888.9193666,4.2,5,3.2,1.35,0.1,0.07,4995,78,78,-0.07,0.1,0.1,0.012924113005064675,0.013220056733792588,1.0846077692437617,1.1094437380496267,2.4467256999326987,2.525442842051269
Kepler-539 b,0.970091567,0.2900273757079924,-0.290027376,0.7475892857142857,0.017053571,-0.017053571,5082263.295759219,125.63243,0.4988,0.39,386.9042743,2,3.2,1.3719999999999999,1.05,0.04,-0.04,5820,80,-80,-0.01,0.07,-0.07,0.46729927387637216,0.031855969,34.15600516111261,2.3284278199596296,111.69134851924129,41.29621212786851
Kepler-553 c,6.7,0.44,0.43,1.033,0.032,0.025,894423.7847223039,328.24017,0.898,0.346,250.5965411,8.8,12.100000000000001,4.800000000000001,0.89,0.05,0.04,5191,76,78,0.152,0.058,0.058,0.018584472628953512,0.011395582558687705,0.9354535037166566,0.5735991461392951,39.399905488829134,24.334713410794173
Kepler-75 b,9.9,0.5,0.5,1.03,0.06,0.06,119757048.76353316,8.884924,0.08,0.569,852.4413509,6,9,3,0.88,0.06,0.06,5330,120,120,-0.07,0.15,0.15,0.019541814552075716,0.011565892852298488,1.6399735811653913,0.970624231,61.483848540320814,36.54364317732414
Kepler-849 b,0.9400840151038388,0.2000178728760226,-0.200017873,0.721607143,0.027053571,-0.029017857,3922508.7631687066,394.62508,1.137,0.078,362.6437676,4.7,6.5,3.1,1.26,0.12,-0.1,5950,140,-130,0.145,0.059,-0.058,0.4654409671346307,0.029840562839171438,23.808748675470405,1.5264373167369023,124.49719939766426,32.63946202526679
Kepler-87 b,1.02,0.028,0.028,1.204,0.049,0.049,17266790.104334943,114.73635,0.481,0.036,525.2815415,7.5,8,7,1.1,0.05,0.05,5600,50,50,-0.17,0.03,0.03,0.027592945144931175,0.018649268464781817,2.9152111870094943,1.9703063871042583,8.981288049062572,6.122325924883445
Kepler-9 b,0.13655,0.00503,0.00629,0.74,0.048,0.038,61430547.75950002,19.23891,0.143,0.0609,721.4152762,2,4,0.7,1.02,0.03,0.04,5774,60,60,0.05,0.07,0.07,0.41969115842617083,0.07630202,26.717867048125946,4.857446230654287,18.212508872830693,3.3963846675073075
NGTS-11 b,0.3440324732536186,0.092008685,-0.073006891,0.8176785714285715,0.028035714,-0.032053571,13570439.445771378,35.45533,0.201,0.13,494.5813268,3.9,5.5,2.3,0.86,0.03,-0.03,5050,80,-80,0.22,0.08,-0.08,0.27332221421303926,0.064539031,11.763780018652563,2.7777580073141173,30.574738607861946,11.94966708888195
NGTS-20 b,2.98,0.16,0.15,1.07,0.04,0.04,50718096.30059868,54.18915,0.313,0.432,687.6698338,4.1,6.8,1.3999999999999995,1.47,0.09,0.09,5980,80,80,0.15,0.08,0.08,0.060692622020616684,0.042039049,3.0690775644796773,2.1258119695553193,57.544339759852505,40.05760037940359
NGTS-30 b,0.9600858086847074,0.056005003,-0.056005003,0.92875,0.032053571,-0.032053571,5373962.672762752,98.29838,0.408,0.294,392.340281,1.1,1.5,0.7000000000000001,0.94,0.06,-0.06,5455,80,-80,-0.03,0.08,-0.08,0.2371575041942239,0.056033587,18.15134600900568,4.288647848084129,72.44639825952771,17.973460901732487
PH2 b,0.2740244808055381,0.066005884,-0.067005979,0.8336607142857143,0.025982143,-0.024017857,1713431.1609701775,282.52542,0.833,0.215,294.8192945,4.1,8.399999999999999,1.2999999999999998,0.97,0.05,-0.06,5734,84,-82,0.017,0.051,-0.044,0.1592774226165384,0.06365422,10.940223232669094,4.372191372774031,14.524931503748176,7.802485689542635
TIC 139270665 b,0.463,0.046,0.046,0.645,0.024,0.022,56010937.55095218,23.624,0.163,0.105,704.9485929,3.4,7.199999999999999,1,1.03,0.05,0.06,5844,84,82,0.156,0.057,0.056,0.6313008014613952,0.040605368,31.48533402144536,2.025141702827144,93.04578460410295,11.942993274656596
TIC 172900988 Aa b,2.6335,0.01479,0.01479,1.008,0.036,0.036,4010419.064771015,193.965,0.88328,0.0728,364.6587815,3.1,3.2,3,1.24,0,0,6050,100,100,0.34,0.1,0.1,0.12306435719199958,0.055608136,4.017947445357815,1.8155587178332606,103.00713615476668,46.54860586519675
TIC 172900988 b,2.964128382630585,0.017621145,-0.017621145,1.0044642857142858,0.039285714,-0.039285714,6011708.498168302,200.452,0.90281,0.0271,403.4955189,3.1,3.2,3,1.24,0,0,6050,100,-100,0.34,0.1,-0.1,0.11847668927959319,0.046602999,3.8681639581695233,1.5215485887725533,111.6134889447425,43.908136428951934
TIC 237913194 b,1.942183322844556,0.092008685,-0.09100859,1.1178571428571429,0.054017857,-0.047053571,111083966.43141864,15.168865,0.1207,0.575,836.5696064,5.7,7.4,4,1.03,0.06,-0.06,5788,80,-80,0.14,0.05,-0.05,0.041449023719477944,0.036108677916808614,2.1447973780279312,1.8684589109787029,25.66745205106951,22.456821873102623
